Start_Date,Station,Effort_hrs,Segment,Seg_dist_m,Survey_Type,Parent_Trail_LongName,Height_of_Individual,n_frogs,n_sal,n_liz,n_frogs_hr,n_sal_hr,n_liz_hr,n_frogs_500m,n_sal_500m,n_liz_500m
7/7/2025,YRS,2.6,FPIN-01,1053,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,U,2,1,0,0.769230769,0.384615385,0,0.949667616,0.474833808,0
6/27/2024,YRS,2.95,YCHO-01,1230,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,U,0,0,1,0,0,0.338983051,0,0,0.406504065
7/4/2024,YRS,2.8,YCHO-01,1230,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,4,0,0,1.428571429,0,0,1.62601626,0,0
7/4/2024,YRS,2.8,YCHO-01,1230,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,U,0,2,0,0,0.714285714,0,0,0.81300813,0
7/29/2024,YRS,2.466666667,YCHO-01,1230,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,1,0,0,0.405405405,0,0,0.406504065,0,0
7/29/2024,YRS,2.466666667,YCHO-01,1230,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,U,1,2,0,0.405405405,0.810810811,0,0.406504065,0.81300813,0
6/9/2025,YRS,2.8,YCHO-01,1230,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,1,0,0,0.357142857,0,0,0.406504065,0,0
6/9/2025,YRS,2.8,YCHO-01,1230,Night,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,U,1,1,2,0.357142857,0.357142857,0.714285714,0.406504065,0.406504065,0.81300813
7/5/2025,YRS,1.45,YCHO-01,1230,Afternoon,Chorongo-Kinkajou-Napo-Tucan,G,2,0,1,1.379310345,0,0.689655172,0.81300813,0,0.406504065
7/5/2025,YRS,1.45,YCHO-01,1230,Afternoon,Chorongo-Kinkajou-Napo-Tucan,U,1,0,0,0.689655172,0,0,0.406504065,0,0
7/15/2025,YRS,1.7,YCHO-01,1230,Night,Chorongo-Kinkajou-Napo,G,1,0,0,0.588235294,0,0,0.406504065,0,0
7/15/2025,YRS,1.7,YCHO-01,1230,Night,Chorongo-Kinkajou-Napo,U,1,1,0,0.588235294,0.588235294,0,0.406504065,0.406504065,0
6/22/2024,TBS,2.383333333,LAGO-02,1450,Night,Anaconda-Lago,G,1,0,0,0.41958042,0,0,0.344827586,0,0
6/22/2024,TBS,2.383333333,LAGO-02,1450,Night,Anaconda-Lago,U,3,0,2,1.258741259,0,0.839160839,1.034482759,0,0.689655172
7/15/2024,TBS,3.466666667,LAGO-02,1450,Night,Anaconda-Lago,C,1,0,0,0.288461538,0,0,0.344827586,0,0
7/15/2024,TBS,3.466666667,LAGO-02,1450,Night,Anaconda-Lago,G,5,0,0,1.442307692,0,0,1.724137931,0,0
7/15/2024,TBS,3.466666667,LAGO-02,1450,Night,Anaconda-Lago,U,12,0,1,3.461538462,0,0.288461538,4.137931034,0,0.344827586
6/4/2025,TBS,2.333333333,LAGO-02,1450,Night,Anaconda-Lago,G,1,0,0,0.428571429,0,0,0.344827586,0,0
6/4/2025,TBS,2.333333333,LAGO-02,1450,Night,Anaconda-Lago,U,2,1,3,0.857142857,0.428571429,1.285714286,0.689655172,0.344827586,1.034482759
7/2/2025,TBS,2.783333333,LAGO-02,1450,Night,Anaconda-Lago,G,1,0,0,0.359281437,0,0,0.344827586,0,0
7/2/2025,TBS,2.783333333,LAGO-02,1450,Night,Anaconda-Lago,U,5,0,5,1.796407186,0,1.796407186,1.724137931,0,1.724137931
6/30/2025,TBS,1.05,HARP-02,1744,Afternoon,Harpia,G,3,0,3,2.857142857,0,2.857142857,0.860091743,0,0.860091743
6/30/2025,TBS,1.05,HARP-02,1744,Afternoon,Harpia,U,1,0,0,0.952380952,0,0,0.286697248,0,0
6/26/2025,TBS,1.65,GUAC-04,1912,Afternoon,Guacamayo,G,7,0,2,4.242424242,0,1.212121212,1.830543933,0,0.523012552
7/14/2024,TBS,3.233333333,HAPL-01,2220,Night,Harpia Plot-Harpia,G,5,0,0,1.546391753,0,0,1.126126126,0,0
7/14/2024,TBS,3.233333333,HAPL-01,2220,Night,Harpia Plot-Harpia,U,2,0,1,0.618556701,0,0.309278351,0.45045045,0,0.225225225
7/18/2024,TBS,2.833333333,HAPL-01,2220,Night,Harpia Plot-Harpia-Matapalo,G,2,0,0,0.705882353,0,0,0.45045045,0,0
7/18/2024,TBS,2.833333333,HAPL-01,2220,Night,Harpia Plot-Harpia-Matapalo,U,3,0,0,1.058823529,0,0,0.675675676,0,0
6/25/2025,TBS,2.366666667,HAPL-01,2220,Night,Harpia Plot-Harpia,U,11,0,0,4.647887324,0,0,2.477477477,0,0
7/1/2025,TBS,2.566666667,HAPL-01,2220,Night,Harpia Plot-Harpia,G,6,0,1,2.337662338,0,0.38961039,1.351351351,0,0.225225225
7/1/2025,TBS,2.566666667,HAPL-01,2220,Night,Harpia Plot-Harpia,U,6,0,2,2.337662338,0,0.779220779,1.351351351,0,0.45045045
7/2/2024,YRS,3.183333333,FPPE-02,2520,Night,Forest Plot Perimeter,U,1,1,0,0.314136126,0.314136126,0,0.198412698,0.198412698,0
7/6/2024,YRS,2.983333333,FPPE-02,2520,Night,Forest Plot Perimeter,G,1,0,1,0.335195531,0,0.335195531,0.198412698,0,0.198412698
7/6/2024,YRS,2.983333333,FPPE-02,2520,Night,Forest Plot Perimeter,U,6,1,1,2.011173184,0.335195531,0.335195531,1.19047619,0.198412698,0.198412698
6/11/2025,YRS,2.616666667,FPPE-02,2520,Afternoon,Forest Plot Perimeter,G,3,0,1,1.146496815,0,0.382165605,0.595238095,0,0.198412698
6/17/2025,YRS,3.3,FPPE-02,2520,Night,Forest Plot Perimeter,G,1,0,0,0.303030303,0,0,0.198412698,0,0
6/17/2025,YRS,3.3,FPPE-02,2520,Night,Forest Plot Perimeter,U,3,2,0,0.909090909,0.606060606,0,0.595238095,0.396825397,0
6/8/2025,TBS,2.266666667,PARA-01,3522,Afternoon,Parahuaco,G,8,0,4,3.529411765,0,1.764705882,1.135718342,0,0.567859171
6/8/2025,TBS,2.266666667,PARA-01,3522,Afternoon,Parahuaco,U,0,0,1,0,0,0.441176471,0,0,0.141964793
6/21/2025,TBS,3.166666667,PARA-01,3522,Night,Parahuaco,G,12,0,0,3.789473684,0,0,1.703577513,0,0
6/21/2025,TBS,3.166666667,PARA-01,3522,Night,Parahuaco,U,4,0,6,1.263157895,0,1.894736842,0.567859171,0,0.851788756
7/23/2024,YRS,2.616666667,BOTA-03,250,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,U,1,0,0,0.382165605,0,0,2,0,0
7/23/2024,YRS,2.616666667,GRFI-01,96,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,U,1,0,0,0.382165605,0,0,5.208333333,0,0
7/23/2024,YRS,2.616666667,NAPO-02,419,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,G,0,0,1,0,0,0.382165605,0,0,1.193317422
7/23/2024,YRS,2.616666667,NAPO-02,419,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,U,0,0,1,0,0,0.382165605,0,0,1.193317422
7/23/2024,YRS,2.616666667,PANT-01,103,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,U,1,0,0,0.382165605,0,0,4.854368932,0,0
7/23/2024,YRS,2.616666667,TINA-01,65,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,G,1,0,0,0.382165605,0,0,7.692307692,0,0
7/23/2024,YRS,2.616666667,TINA-02,509,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,G,2,0,0,0.76433121,0,0,1.964636542,0,0
7/23/2024,YRS,2.616666667,TINA-02,509,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,U,3,1,0,1.146496815,0.382165605,0,2.946954813,0.982318271,0
6/12/2025,YRS,1.366666667,KINK-01,321,Morning,Napo-Kinkajou-Chorongo,G,2,0,1,1.463414634,0,0.731707317,3.115264798,0,1.557632399
6/12/2025,YRS,1.366666667,NAPO-02,419,Morning,Napo-Kinkajou-Chorongo,G,5,0,1,3.658536585,0,0.731707317,5.966587112,0,1.193317422
6/12/2025,YRS,1.366666667,NAPO-03,157,Morning,Napo-Kinkajou-Chorongo,G,2,0,0,1.463414634,0,0,6.369426752,0,0
6/12/2025,YRS,1.366666667,NAPO-04,220,Morning,Napo-Kinkajou-Chorongo,G,2,0,0,1.463414634,0,0,4.545454545,0,0
6/12/2025,YRS,1.366666667,YCHO-02,691,Morning,Napo-Kinkajou-Chorongo,G,1,0,0,0.731707317,0,0,0.723589001,0,0
