"Date","Survey_Type","Survey_Start_Time","Survey_End_Time","Gross_ID","Family","Species","Genus","Habitat_Type","Common_Name","Animal_ID","Station","Segment","Parent_Trail_LongName","Height_of_Individual","Start_Date_Start_Time","End_Date","End_Date_End_Time","Effort_hrs","Start_Date","Seg_dist_m"
"2025-07-08","Night","8:18 PM","10:59 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG567","YRS","NAPO-02","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","U","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",419
"2025-07-08","Night","8:18 PM","10:59 PM","Frog","Hylidae",NA,"Osteocephalus","Terrafirme","Broad-headed Treefrogs","FG568","YRS","NAPO-02","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","U","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",419
"2025-07-08","Night","8:18 PM","10:59 PM","Frog","Hylidae",NA,"Boana","Terrafirme","Gladiator Treefrogs","FG569","YRS","NAPO-02","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","U","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",419
"2025-07-08","Night","8:18 PM","10:59 PM","Frog","Hylidae","yasuni","Osteocephalus","Terrafirme","Yasuni Spiny-backed Treefrog","FG570","YRS","NAPO-03","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","G","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",157
"2025-07-08","Night","8:18 PM","10:59 PM","Frog","Dendrobatidae","hahneli","Ameerega","Terrafirme","Pale-striped Poison Frog","FG571","YRS","NAPO-03","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","G","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",157
"2025-07-08","Night","8:18 PM","10:59 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG572","YRS","NAPO-03","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","U","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",157
"2025-07-08","Night","8:18 PM","10:59 PM","Frog","Hylidae","yasuni","Osteocephalus","Terrafirme","Yasuni Spiny-backed Treefrog","FG573","YRS","TINA-02","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","U","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",509
"2025-07-08","Night","8:18 PM","10:59 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG574","YRS","BOTA-02","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","U","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",69
"2025-07-08","Night","8:18 PM","10:59 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG575","YRS","BOTA-02","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","U","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",69
"2025-07-08","Night","8:18 PM","10:59 PM","Lizard","Anolidae","scypheus","Anolis","Terrafirme","Yellow-tongued Anole","LZ147","YRS","GRFI-01","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","U","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",96
"2025-07-08","Night","8:18 PM","10:59 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL72","YRS","GRFI-01","Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico","U","2025-07-08 20:18:00","2025-07-08","2025-07-08 22:59:00",2.68333333333333,"2025-07-08",96
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Leptodactylidae","andreae","Adenomera","Varzea","Cocha Chirping Frog","FG576","YRS","GAWA-01","Gawape-Chorongo-Kinkajou","G","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",272
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Hylidae","yasuni","Osteocephalus","Varzea","Yasuni Spiny-backed Treefrog","FG577","YRS","GAWA-01","Gawape-Chorongo-Kinkajou","U","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",272
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG578","YRS","GAWA-01","Gawape-Chorongo-Kinkajou","G","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",272
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Hylidae",NA,"Osteocephalus","Varzea","Broad-headed Treefrogs","FG579","YRS","GAWA-01","Gawape-Chorongo-Kinkajou","U","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",272
"2025-07-11","Night","8:14 PM","10:40 PM","Lizard","Anolidae","fuscoauratus","Anolis","Varzea","Brown-eared Anole","LZ148","YRS","GAWA-01","Gawape-Chorongo-Kinkajou","U","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",272
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Hylidae",NA,"Osteocephalus","Varzea","Broad-headed Treefrogs","FG580","YRS","GAWA-01","Gawape-Chorongo-Kinkajou","U","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",272
"2025-07-11","Night","8:14 PM","10:40 PM","Frog",NA,NA,NA,"Varzea","","FG581","YRS","GAWA-02","Gawape-Chorongo-Kinkajou","U","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",650
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Hylidae",NA,"Osteocephalus","Varzea","Broad-headed Treefrogs","FG582","YRS","GAWA-02","Gawape-Chorongo-Kinkajou","U","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",650
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Hylidae",NA,"Osteocephalus","Varzea","Broad-headed Treefrogs","FG583","YRS","GAWA-02","Gawape-Chorongo-Kinkajou","U","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",650
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Hylidae","geographicans","Boana","Varzea","Map Treefrog","FG584","YRS","GAWA-02","Gawape-Chorongo-Kinkajou","U","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",650
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Ranidae","palmipes","Lithobates","Varzea","Amazon River Frog","FG585","YRS","GAWA-03","Gawape-Chorongo-Kinkajou","G","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",692
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Ranidae","palmipes","Lithobates","Varzea","Amazon River Frog","FG586","YRS","GAWA-03","Gawape-Chorongo-Kinkajou","G","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",692
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Ranidae","palmipes","Lithobates","Varzea","Amazon River Frog","FG587","YRS","GAWA-03","Gawape-Chorongo-Kinkajou","G","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",692
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Leptodactylidae","andreae","Adenomera","Varzea","Cocha Chirping Frog","FG588","YRS","GAWA-03","Gawape-Chorongo-Kinkajou","G","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",692
"2025-07-11","Night","8:14 PM","10:40 PM","Frog","Leptodactylidae","andreae","Adenomera","Varzea","Cocha Chirping Frog","FG589","YRS","GAWA-03","Gawape-Chorongo-Kinkajou","G","2025-07-11 20:14:00","2025-07-11","2025-07-11 22:40:00",2.43333333333333,"2025-07-11",692
"2025-07-12","Afternoon","2:48 PM","4:20 PM","Frog","Leptodactylidae","perezi","Edalorhina","Terrafirme","Perez's Snouted Frog","FG590","YRS","FPPE-06","Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter","G","2025-07-12 14:48:00","2025-07-12","2025-07-12 16:20:00",1.53333333333333,"2025-07-12",69
"2025-07-12","Afternoon","2:48 PM","4:20 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG591","YRS","FPPE-01","Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter","G","2025-07-12 14:48:00","2025-07-12","2025-07-12 16:20:00",1.53333333333333,"2025-07-12",171
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG592","YRS","BOTA-01","Botanico-Tinamou-Napo-Timatai-Bariso","U","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",142
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Leptodactylidae",NA,"Leptodactylus","Varzea","Neotropical Grass Frogs","FG593","YRS","TINA-02","Botanico-Tinamou-Napo-Timatai-Bariso","G","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",509
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Hylidae",NA,"Osteocephalus","Varzea","Broad-headed Treefrogs","FG594","YRS","TINA-02","Botanico-Tinamou-Napo-Timatai-Bariso","","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",509
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Craugastoridae","kichwarum","Pristimantis","Terrafirme","Jatun Sacha Rain Frog","FG595","YRS","TINA-02","Botanico-Tinamou-Napo-Timatai-Bariso","U","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",509
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG596","YRS","TINA-02","Botanico-Tinamou-Napo-Timatai-Bariso","G","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",509
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG597","YRS","TINA-02","Botanico-Tinamou-Napo-Timatai-Bariso","G","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",509
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG598","YRS","TINA-02","Botanico-Tinamou-Napo-Timatai-Bariso","U","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",509
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Hylidae","appendiculata","Boana","Terrafirme","Canelos Treefrog","FG599","YRS","NAPO-02","Botanico-Tinamou-Napo-Timatai-Bariso","U","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",419
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG600","YRS","NAPO-02","Botanico-Tinamou-Napo-Timatai-Bariso","G","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",419
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Craugastoridae",NA,"Pristimantis","Terrafirme","Rain and Robber Frogs","FG601","YRS","NAPO-02","Botanico-Tinamou-Napo-Timatai-Bariso","U","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",419
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Hylidae",NA,NA,"Terrafirme","Tree Frogs and Allies","FG602","YRS","TIMA-01","Botanico-Tinamou-Napo-Timatai-Bariso","U","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",128
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Microhylidae","bassleri","Chiasmocleis","Terrafirme","Bassler's Humming Frog","FG603","YRS","TIMA-01","Botanico-Tinamou-Napo-Timatai-Bariso","G","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",128
"2025-07-13","Night","8:51 PM","10:41 PM","Lizard","Anolidae","scypheus","Anolis","Varzea","Yellow-tongued Anole","LZ149","YRS","BARI-01","Botanico-Tinamou-Napo-Timatai-Bariso","U","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",340
"2025-07-13","Night","8:51 PM","10:41 PM","Frog","Hylidae",NA,"Osteocephalus","Varzea","Broad-headed Treefrogs","FG604","YRS","BARI-01","Botanico-Tinamou-Napo-Timatai-Bariso","U","2025-07-13 20:51:00","2025-07-13","2025-07-13 22:41:00",1.83333333333333,"2025-07-13",340
"2025-07-14","Afternoon","2:15 PM","4:00 PM","Frog","Craugastoridae",NA,"Pristimantis","Varzea","Rain and Robber Frogs","FG605","YRS","GAWA-01","Gawape-Chorongo","G","2025-07-14 14:15:00","2025-07-14","2025-07-14 16:00:00",1.75,"2025-07-14",272
"2025-07-14","Afternoon","2:15 PM","4:00 PM","Frog","Craugastoridae",NA,"Pristimantis","Varzea","Rain and Robber Frogs","FG606","YRS","GAWA-01","Gawape-Chorongo","G","2025-07-14 14:15:00","2025-07-14","2025-07-14 16:00:00",1.75,"2025-07-14",272
"2025-07-14","Afternoon","2:15 PM","4:00 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG607","YRS","GAWA-02","Gawape-Chorongo","G","2025-07-14 14:15:00","2025-07-14","2025-07-14 16:00:00",1.75,"2025-07-14",650
"2025-07-14","Afternoon","2:15 PM","4:00 PM","Frog","Dendrobatidae","ventrimaculata","Ranitomeya","Terrafirme","Reticulated Poison Frog","FG608","YRS","YCHO-02","Gawape-Chorongo","G","2025-07-14 14:15:00","2025-07-14","2025-07-14 16:00:00",1.75,"2025-07-14",691
"2025-07-14","Night","8:34 PM","10:56 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL73","YRS","MIRA-04","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",760
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Hylidae",NA,NA,"Varzea","Tree Frogs and Allies","FG609","YRS","MIRA-04","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",760
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG610","YRS","MIRA-03","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",158
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG611","YRS","MIRA-03","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",158
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Hylidae",NA,"Boana","Varzea","Gladiator Treefrogs","FG612","YRS","MIRA-03","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",158
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Microhylidae","bassleri","Chiasmocleis","Terrafirme","Bassler's Humming Frog","FG613","YRS","MIRA-02","Mirador","G","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",592
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Hylidae",NA,"Osteocephalus","Varzea","Broad-headed Treefrogs","FG614","YRS","MIRA-02","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",592
"2025-07-14","Night","8:34 PM","10:56 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL74","YRS","MIRA-02","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",592
"2025-07-14","Night","8:34 PM","10:56 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL75","YRS","MIRA-02","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",592
"2025-07-14","Night","8:34 PM","10:56 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL76","YRS","MIRA-02","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",592
"2025-07-14","Night","8:34 PM","10:56 PM","Lizard","Gymnophthalmidae","parietalis","Loxopholis","Terrafirme","Common Root Teju","LZ150","YRS","MIRA-02","Mirador","G","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",592
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Hylidae",NA,"Boana","Terrafirme","Gladiator Treefrogs","FG615","YRS","MIRA-02","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",592
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Dendrobatidae","hahneli","Ameerega","Varzea","Pale-striped Poison Frog","FG616","YRS","MIRA-01","Mirador","G","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",550
"2025-07-14","Night","8:34 PM","10:56 PM","Frog",NA,NA,NA,"Varzea","","FG617","YRS","MIRA-01","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",550
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Leptodactylidae","andreae","Adenomera","Varzea","Cocha Chirping Frog","FG618","YRS","MIRA-01","Mirador","G","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",550
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Dendrobatidae","hahneli","Ameerega","Varzea","Pale-striped Poison Frog","FG619","YRS","MIRA-01","Mirador","G","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",550
"2025-07-14","Night","8:34 PM","10:56 PM","Lizard","Gymnophthalmidae","parietalis","Loxopholis","Varzea","Common Root Teju","LZ151","YRS","MIRA-01","Mirador","G","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",550
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Hylidae","yasuni","Osteocephalus","Terrafirme","Yasuni Spiny-backed Treefrog","FG620","YRS","MIRA-01","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",550
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Hylidae","cannatellai","Osteocephalus","Terrafirme","Cannatella's Spiny-backed Frog","FG621","YRS","MIRA-01","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",550
"2025-07-14","Night","8:34 PM","10:56 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL77","YRS","MIRA-01","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",550
"2025-07-14","Night","8:34 PM","10:56 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG622","YRS","MIRA-01","Mirador","U","2025-07-14 20:34:00","2025-07-14","2025-07-14 22:56:00",2.36666666666667,"2025-07-14",550
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG623","YRS","NAPO-04","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",220
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG624","YRS","NAPO-04","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",220
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG625","YRS","NAPO-04","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",220
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG626","YRS","NAPO-04","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",220
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG627","YRS","NAPO-03","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",157
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG628","YRS","NAPO-03","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",157
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Dendrobatidae","hahneli","Ameerega","Terrafirme","Pale-striped Poison Frog","FG629","YRS","NAPO-03","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",157
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog",NA,NA,NA,"Terrafirme","","FG630","YRS","NAPO-02","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",419
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG631","YRS","NAPO-02","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",419
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG632","YRS","NAPO-02","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",419
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Lizard","Gymnophthalmidae","parietalis","Loxopholis","Terrafirme","Common Root Teju","LZ152","YRS","NAPO-02","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",419
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Dendrobatidae","hahneli","Ameerega","Terrafirme","Pale-striped Poison Frog","FG633","YRS","NAPO-01","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",135
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG634","YRS","TINA-02","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",509
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG635","YRS","BOTA-03","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",250
"2025-07-15","Afternoon","2:24 PM","4:16 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG636","YRS","BOTA-01","Napo-Tinamou-Botanico","G","2025-07-15 14:24:00","2025-07-15","2025-07-15 16:16:00",1.86666666666667,"2025-07-15",142
"2025-07-15","Night","8:30 PM","10:12 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Varzea","Amazon Climbing Salamander","SL78","YRS","YCHO-01","Chorongo-Kinkajou-Napo","U","2025-07-15 20:30:00","2025-07-15","2025-07-15 22:12:00",1.7,"2025-07-15",1230
"2025-07-15","Night","8:30 PM","10:12 PM","Frog","Craugastoridae",NA,"Pristimantis","Terrafirme","Rain and Robber Frogs","FG637","YRS","YCHO-01","Chorongo-Kinkajou-Napo","U","2025-07-15 20:30:00","2025-07-15","2025-07-15 22:12:00",1.7,"2025-07-15",1230
"2025-07-15","Night","8:30 PM","10:12 PM","Frog","Microhylidae","bassleri","Chiasmocleis","Terrafirme","Bassler's Humming Frog","FG638","YRS","YCHO-01","Chorongo-Kinkajou-Napo","G","2025-07-15 20:30:00","2025-07-15","2025-07-15 22:12:00",1.7,"2025-07-15",1230
"2025-07-15","Night","8:30 PM","10:12 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL79","YRS","KINK-01","Chorongo-Kinkajou-Napo","U","2025-07-15 20:30:00","2025-07-15","2025-07-15 22:12:00",1.7,"2025-07-15",321
"2025-07-15","Night","8:30 PM","10:12 PM","Frog","Craugastoridae",NA,"Pristimantis","Terrafirme","Rain and Robber Frogs","FG639","YRS","KINK-01","Chorongo-Kinkajou-Napo","U","2025-07-15 20:30:00","2025-07-15","2025-07-15 22:12:00",1.7,"2025-07-15",321
"2025-07-15","Night","8:30 PM","10:12 PM","Frog","Leptodactylidae","petersi","Engystomops","Terrafirme","Painted Forest Toadlet","FG640","YRS","NAPO-05","Chorongo-Kinkajou-Napo","U","2025-07-15 20:30:00","2025-07-15","2025-07-15 22:12:00",1.7,"2025-07-15",243
"2025-07-15","Night","8:30 PM","10:12 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG641","YRS","NAPO-06","Chorongo-Kinkajou-Napo","U","2025-07-15 20:30:00","2025-07-15","2025-07-15 22:12:00",1.7,"2025-07-15",290
"2025-07-15","Night","8:30 PM","10:12 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL80","YRS","NAPO-06","Chorongo-Kinkajou-Napo","U","2025-07-15 20:30:00","2025-07-15","2025-07-15 22:12:00",1.7,"2025-07-15",290
"2025-07-15","Night","8:30 PM","10:12 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG642","YRS","NAPO-06","Chorongo-Kinkajou-Napo","U","2025-07-15 20:30:00","2025-07-15","2025-07-15 22:12:00",1.7,"2025-07-15",290
